,sale_id,customer_id,product_id,product_name,category,price,quantity,sale_date,total_value,age,gender,region,segment,churn,tenure_months,last_purchase_date,feedback_text,sentiment
3092,S003093,CUST01288,P004,Desk,Furniture,12000,3,2022-06-13,36000,29,Male,East,Corporate,1,55,2023-02-10,Excellent customer service.,Positive
3093,S003094,CUST00776,P006,Notebook,Office Supplies,100,3,2020-01-15,300,38,Male,East,Small Business,0,21,2023-02-15,"Worth the price, happy with the purchase.",Positive
3094,S003095,CUST01038,P010,Projector,Electronics,45000,5,2021-10-13,225000,63,Male,East,Small Business,0,34,2023-05-25,"Worth the price, happy with the purchase.",Positive
3095,S003096,CUST00357,P003,Office Chair,Furniture,8000,1,2021-05-18,8000,30,Male,South,Small Business,1,51,2023-02-25,"Met expectations, nothing special.",Neutral
3096,S003097,CUST01349,P002,Smartphone,Electronics,25000,5,2022-11-28,125000,63,Male,East,Corporate,0,37,2023-06-19,Product quality could be better.,Neutral
3097,S003098,CUST00046,P001,Laptop,Electronics,70000,5,2023-05-31,350000,34,Male,West,Corporate,0,8,2023-04-08,"Great product, very satisfied.",Positive
3098,S003099,CUST00697,P009,Monitor,Electronics,12000,2,2021-02-21,24000,29,Female,West,Consumer,0,12,2023-04-26,"Great product, very satisfied.",Positive
3099,S003100,CUST01620,P008,Headphones,Electronics,3000,3,2022-07-27,9000,25,Female,East,Small Business,0,13,2023-01-06,Excellent customer service.,Positive
3100,S003101,CUST00980,P002,Smartphone,Electronics,25000,3,2021-09-23,75000,55,Female,South,Small Business,0,30,2023-04-08,"Met expectations, nothing special.",Neutral
3101,S003102,CUST01155,P001,Laptop,Electronics,70000,5,2022-12-11,350000,42,Male,South,Corporate,1,13,2023-05-20,Easy to use and reliable.,Neutral
3102,S003103,CUST01440,P004,Desk,Furniture,12000,2,2022-11-29,24000,36,Female,West,Corporate,0,36,2023-10-03,"Terrible experience, will not buy again.",Negative
3103,S003104,CUST00686,P001,Laptop,Electronics,70000,2,2020-11-22,140000,50,Female,South,Small Business,0,36,2023-01-08,"Worth the price, happy with the purchase.",Positive
3104,S003105,CUST00547,P003,Office Chair,Furniture,8000,5,2020-12-20,40000,58,Female,West,Corporate,0,43,2023-12-31,Easy to use and reliable.,Neutral
3105,S003106,CUST01877,P004,Desk,Furniture,12000,1,2022-06-15,12000,57,Male,North,Consumer,0,31,2023-03-23,"Great product, very satisfied.",Positive
3106,S003107,CUST01901,P006,Notebook,Office Supplies,100,2,2022-11-12,200,59,Male,South,Consumer,0,56,2023-10-28,Excellent customer service.,Positive
3107,S003108,CUST00001,P004,Desk,Furniture,12000,2,2023-05-19,24000,43,Female,South,Corporate,0,50,2023-07-18,Too expensive for the features offered.,Negative
3108,S003109,CUST00741,P004,Desk,Furniture,12000,1,2022-08-24,12000,42,Male,South,Corporate,0,48,2023-07-18,"Great product, very satisfied.",Positive
3109,S003110,CUST01336,P002,Smartphone,Electronics,25000,4,2021-08-22,100000,55,Female,East,Consumer,0,20,2023-05-20,Easy to use and reliable.,Neutral
3110,S003111,CUST00337,P001,Laptop,Electronics,70000,5,2020-01-29,350000,43,Male,North,Small Business,0,17,2023-06-05,"Worth the price, happy with the purchase.",Positive
3111,S003112,CUST01184,P004,Desk,Furniture,12000,1,2022-03-04,12000,36,Female,South,Corporate,0,24,2023-08-30,"Great product, very satisfied.",Positive
3112,S003113,CUST00121,P008,Headphones,Electronics,3000,3,2020-10-15,9000,21,Male,South,Consumer,0,11,2023-06-02,"Delivery was late, not happy.",Positive
3113,S003114,CUST01198,P003,Office Chair,Furniture,8000,5,2021-11-16,40000,57,Female,North,Corporate,1,18,2023-12-22,"Great product, very satisfied.",Positive
3114,S003115,CUST01314,P002,Smartphone,Electronics,25000,5,2022-10-23,125000,37,Female,South,Consumer,1,20,2023-08-18,"Met expectations, nothing special.",Neutral
3115,S003116,CUST00098,P007,Pen Pack,Office Supplies,50,5,2022-06-13,250,25,Male,East,Corporate,0,1,2023-05-21,Highly recommend to others.,Positive
3116,S003117,CUST00576,P007,Pen Pack,Office Supplies,50,5,2021-08-24,250,46,Female,South,Small Business,0,13,2023-11-23,"Terrible experience, will not buy again.",Negative
3117,S003118,CUST00797,P001,Laptop,Electronics,70000,4,2023-01-05,280000,32,Male,West,Small Business,0,2,2023-03-27,"Met expectations, nothing special.",Neutral
3118,S003119,CUST00632,P009,Monitor,Electronics,12000,1,2023-06-02,12000,18,Female,South,Corporate,0,2,2023-04-19,"Worth the price, happy with the purchase.",Positive
3119,S003120,CUST00193,P003,Office Chair,Furniture,8000,2,2020-04-18,16000,41,Female,West,Corporate,0,3,2023-05-16,"Great product, very satisfied.",Positive
3120,S003121,CUST01488,P010,Projector,Electronics,45000,3,2021-06-18,135000,38,Male,North,Consumer,0,1,2023-11-06,"Worth the price, happy with the purchase.",Positive
3121,S003122,CUST01622,P010,Projector,Electronics,45000,1,2020-11-22,45000,58,Female,North,Consumer,0,51,2023-05-22,"Terrible experience, will not buy again.",Negative
3122,S003123,CUST01189,P006,Notebook,Office Supplies,100,5,2023-11-30,500,28,Female,West,Consumer,0,22,2023-10-10,"Delivery was late, not happy.",Positive
3123,S003124,CUST00963,P001,Laptop,Electronics,70000,4,2021-03-12,280000,48,Male,East,Corporate,1,10,2023-07-06,Too expensive for the features offered.,Negative
3124,S003125,CUST00912,P007,Pen Pack,Office Supplies,50,2,2022-07-19,100,50,Female,North,Consumer,0,45,2023-08-30,Excellent customer service.,Positive
3125,S003126,CUST00165,P010,Projector,Electronics,45000,5,2022-02-01,225000,30,Male,South,Corporate,0,9,2023-08-31,"Great product, very satisfied.",Positive
3126,S003127,CUST01011,P001,Laptop,Electronics,70000,2,2022-11-17,140000,62,Male,West,Small Business,0,47,2023-07-01,"Great product, very satisfied.",Positive
3127,S003128,CUST00879,P006,Notebook,Office Supplies,100,1,2023-03-26,100,59,Male,East,Consumer,1,49,2023-07-26,Excellent customer service.,Positive
3128,S003129,CUST01783,P010,Projector,Electronics,45000,4,2022-12-21,180000,46,Female,West,Small Business,0,47,2023-02-18,"Met expectations, nothing special.",Neutral
3129,S003130,CUST00077,P010,Projector,Electronics,45000,4,2021-12-25,180000,61,Male,East,Small Business,1,8,2023-10-03,Too expensive for the features offered.,Negative
3130,S003131,CUST00298,P001,Laptop,Electronics,70000,1,2022-07-14,70000,56,Female,South,Corporate,0,9,2023-04-06,Too expensive for the features offered.,Negative
3131,S003132,CUST01294,P009,Monitor,Electronics,12000,2,2021-02-16,24000,53,Female,West,Small Business,0,49,2023-08-29,Product quality could be better.,Neutral
3132,S003133,CUST01839,P001,Laptop,Electronics,70000,3,2020-07-14,210000,60,Male,West,Corporate,0,8,2023-12-08,"Terrible experience, will not buy again.",Negative
3133,S003134,CUST01867,P001,Laptop,Electronics,70000,2,2020-02-04,140000,31,Female,East,Consumer,0,32,2023-02-20,"Met expectations, nothing special.",Neutral
3134,S003135,CUST00349,P008,Headphones,Electronics,3000,5,2022-07-21,15000,20,Female,West,Consumer,0,48,2023-09-03,"Met expectations, nothing special.",Neutral
3135,S003136,CUST00325,P007,Pen Pack,Office Supplies,50,5,2021-04-08,250,49,Male,South,Small Business,0,3,2023-04-09,Too expensive for the features offered.,Negative
3136,S003137,CUST00579,P009,Monitor,Electronics,12000,1,2022-02-18,12000,32,Male,North,Consumer,0,53,2023-06-06,"Worth the price, happy with the purchase.",Positive
3137,S003138,CUST01750,P007,Pen Pack,Office Supplies,50,4,2023-03-29,200,54,Female,North,Consumer,1,3,2023-07-07,Excellent customer service.,Positive
3138,S003139,CUST01192,P009,Monitor,Electronics,12000,3,2022-02-16,36000,34,Male,South,Corporate,0,23,2023-04-25,Excellent customer service.,Positive
3139,S003140,CUST01403,P006,Notebook,Office Supplies,100,3,2021-07-03,300,48,Male,North,Consumer,0,31,2023-10-24,Too expensive for the features offered.,Negative
3140,S003141,CUST01937,P001,Laptop,Electronics,70000,3,2020-09-29,210000,23,Male,North,Small Business,0,6,2023-10-12,Too expensive for the features offered.,Negative
3141,S003142,CUST01642,P005,Printer,Electronics,15000,1,2022-11-10,15000,22,Male,East,Corporate,1,1,2023-06-06,Product quality could be better.,Neutral
3142,S003143,CUST00382,P006,Notebook,Office Supplies,100,2,2023-04-11,200,49,Male,South,Small Business,0,23,2023-05-25,Excellent customer service.,Positive
3143,S003144,CUST00425,P004,Desk,Furniture,12000,4,2022-07-09,48000,33,Female,West,Consumer,0,43,2023-08-10,"Great product, very satisfied.",Positive
3144,S003145,CUST00512,P009,Monitor,Electronics,12000,4,2023-04-15,48000,49,Male,South,Small Business,0,11,2023-04-05,Excellent customer service.,Positive
3145,S003146,CUST01651,P006,Notebook,Office Supplies,100,4,2023-10-31,400,49,Female,East,Corporate,1,46,2023-11-03,"Met expectations, nothing special.",Neutral
3146,S003147,CUST00180,P009,Monitor,Electronics,12000,1,2022-10-26,12000,43,Female,North,Corporate,0,20,2023-10-19,"Terrible experience, will not buy again.",Negative
3147,S003148,CUST01271,P001,Laptop,Electronics,70000,2,2023-05-09,140000,20,Female,North,Consumer,0,33,2023-06-27,Too expensive for the features offered.,Negative
3148,S003149,CUST00639,P004,Desk,Furniture,12000,2,2021-02-04,24000,41,Female,North,Small Business,1,1,2023-07-10,Product quality could be better.,Neutral
3149,S003150,CUST01313,P009,Monitor,Electronics,12000,3,2021-01-10,36000,60,Female,East,Small Business,1,22,2023-03-20,Easy to use and reliable.,Neutral
3150,S003151,CUST01604,P004,Desk,Furniture,12000,3,2023-11-12,36000,56,Female,North,Corporate,0,48,2023-06-12,Easy to use and reliable.,Neutral
3151,S003152,CUST00754,P004,Desk,Furniture,12000,5,2022-10-31,60000,51,Male,West,Small Business,0,6,2023-08-01,Too expensive for the features offered.,Negative
3152,S003153,CUST01541,P008,Headphones,Electronics,3000,3,2022-10-24,9000,53,Female,East,Small Business,1,10,2023-04-01,Highly recommend to others.,Positive
3153,S003154,CUST01225,P008,Headphones,Electronics,3000,2,2021-03-17,6000,39,Male,East,Corporate,1,14,2023-12-24,"Delivery was late, not happy.",Positive
3154,S003155,CUST01474,P005,Printer,Electronics,15000,2,2021-12-05,30000,43,Female,South,Consumer,0,48,2023-03-12,"Great product, very satisfied.",Positive
3155,S003156,CUST00685,P010,Projector,Electronics,45000,2,2021-02-20,90000,44,Male,West,Small Business,0,53,2023-07-10,Product quality could be better.,Neutral
3156,S003157,CUST01771,P008,Headphones,Electronics,3000,4,2022-01-06,12000,26,Male,North,Consumer,0,42,2023-08-14,"Terrible experience, will not buy again.",Negative
3157,S003158,CUST00324,P009,Monitor,Electronics,12000,3,2023-03-30,36000,46,Male,West,Consumer,0,41,2023-06-04,"Terrible experience, will not buy again.",Negative
3158,S003159,CUST01010,P007,Pen Pack,Office Supplies,50,1,2022-02-14,50,52,Female,South,Corporate,0,52,2023-03-15,Too expensive for the features offered.,Negative
3159,S003160,CUST01373,P007,Pen Pack,Office Supplies,50,4,2020-02-09,200,48,Male,East,Consumer,1,24,2023-06-18,Easy to use and reliable.,Neutral
3160,S003161,CUST01502,P005,Printer,Electronics,15000,5,2023-12-04,75000,39,Male,West,Small Business,1,2,2023-02-24,"Great product, very satisfied.",Positive
3161,S003162,CUST00331,P004,Desk,Furniture,12000,1,2023-01-29,12000,60,Female,East,Consumer,0,11,2023-09-16,"Worth the price, happy with the purchase.",Positive
3162,S003163,CUST00831,P002,Smartphone,Electronics,25000,2,2021-12-29,50000,42,Female,South,Consumer,1,4,2023-08-30,Excellent customer service.,Positive
3163,S003164,CUST00868,P010,Projector,Electronics,45000,2,2020-05-07,90000,62,Female,East,Corporate,1,56,2023-02-18,Easy to use and reliable.,Neutral
3164,S003165,CUST00941,P002,Smartphone,Electronics,25000,4,2020-12-08,100000,21,Female,South,Consumer,0,39,2023-08-16,Easy to use and reliable.,Neutral
3165,S003166,CUST00291,P010,Projector,Electronics,45000,1,2021-01-09,45000,37,Male,South,Small Business,0,27,2023-08-21,"Worth the price, happy with the purchase.",Positive
3166,S003167,CUST01106,P001,Laptop,Electronics,70000,3,2020-09-24,210000,49,Male,North,Small Business,0,22,2023-09-24,"Delivery was late, not happy.",Positive
3167,S003168,CUST00987,P006,Notebook,Office Supplies,100,2,2022-09-04,200,61,Male,West,Consumer,0,14,2023-08-31,Product quality could be better.,Neutral
3168,S003169,CUST00103,P007,Pen Pack,Office Supplies,50,1,2020-09-19,50,19,Male,West,Corporate,0,30,2023-04-15,Excellent customer service.,Positive
3169,S003170,CUST01527,P006,Notebook,Office Supplies,100,3,2022-04-15,300,38,Female,North,Small Business,0,6,2023-04-25,"Met expectations, nothing special.",Neutral
3170,S003171,CUST00938,P002,Smartphone,Electronics,25000,2,2022-07-13,50000,49,Male,North,Corporate,0,36,2023-09-23,"Terrible experience, will not buy again.",Negative
3171,S003172,CUST01921,P003,Office Chair,Furniture,8000,1,2021-05-14,8000,51,Male,South,Consumer,0,18,2023-08-26,Too expensive for the features offered.,Negative
3172,S003173,CUST00354,P006,Notebook,Office Supplies,100,3,2021-12-28,300,31,Female,West,Corporate,0,9,2023-01-25,Product quality could be better.,Neutral
3173,S003174,CUST01592,P004,Desk,Furniture,12000,3,2020-12-28,36000,61,Male,South,Corporate,0,47,2023-08-11,Too expensive for the features offered.,Negative
3174,S003175,CUST00276,P002,Smartphone,Electronics,25000,1,2021-03-04,25000,27,Male,North,Small Business,0,12,2023-07-01,Product quality could be better.,Neutral
3175,S003176,CUST01392,P005,Printer,Electronics,15000,4,2023-07-04,60000,18,Male,West,Consumer,0,3,2023-11-30,"Great product, very satisfied.",Positive
3176,S003177,CUST01156,P003,Office Chair,Furniture,8000,4,2021-05-05,32000,44,Male,West,Corporate,0,41,2023-12-09,Easy to use and reliable.,Neutral
3177,S003178,CUST00114,P004,Desk,Furniture,12000,1,2020-11-05,12000,18,Male,South,Small Business,0,29,2023-03-14,Highly recommend to others.,Positive
3178,S003179,CUST00981,P006,Notebook,Office Supplies,100,4,2020-09-10,400,23,Female,West,Corporate,0,47,2023-12-20,"Terrible experience, will not buy again.",Negative
3179,S003180,CUST01957,P006,Notebook,Office Supplies,100,2,2020-10-02,200,49,Female,North,Small Business,0,3,2023-02-11,Easy to use and reliable.,Neutral
3180,S003181,CUST01106,P009,Monitor,Electronics,12000,5,2020-03-20,60000,49,Male,North,Small Business,0,22,2023-09-24,"Met expectations, nothing special.",Neutral
3181,S003182,CUST01218,P004,Desk,Furniture,12000,4,2023-07-13,48000,36,Male,East,Corporate,0,34,2023-10-30,"Worth the price, happy with the purchase.",Positive
3182,S003183,CUST00619,P010,Projector,Electronics,45000,4,2022-05-30,180000,50,Male,East,Corporate,0,44,2023-04-05,Product quality could be better.,Neutral
3183,S003184,CUST00262,P001,Laptop,Electronics,70000,5,2020-10-12,350000,47,Female,North,Corporate,0,49,2023-08-01,"Great product, very satisfied.",Positive
3184,S003185,CUST00720,P006,Notebook,Office Supplies,100,4,2020-10-27,400,49,Female,South,Corporate,1,17,2023-05-30,"Worth the price, happy with the purchase.",Positive
3185,S003186,CUST00558,P010,Projector,Electronics,45000,1,2021-08-08,45000,61,Female,South,Small Business,1,45,2023-03-26,Too expensive for the features offered.,Negative
3186,S003187,CUST00983,P010,Projector,Electronics,45000,5,2020-02-25,225000,38,Male,South,Small Business,0,26,2023-10-30,"Delivery was late, not happy.",Positive
3187,S003188,CUST00135,P005,Printer,Electronics,15000,1,2021-05-18,15000,61,Female,South,Consumer,0,25,2023-01-15,"Great product, very satisfied.",Positive
3188,S003189,CUST00252,P009,Monitor,Electronics,12000,5,2022-08-08,60000,33,Female,North,Consumer,0,16,2023-06-01,Product quality could be better.,Neutral
3189,S003190,CUST00851,P008,Headphones,Electronics,3000,4,2021-07-26,12000,40,Female,East,Small Business,0,50,2023-03-24,Easy to use and reliable.,Neutral
3190,S003191,CUST00037,P001,Laptop,Electronics,70000,5,2020-04-25,350000,54,Female,North,Corporate,0,25,2023-12-12,Too expensive for the features offered.,Negative
3191,S003192,CUST00165,P008,Headphones,Electronics,3000,3,2022-02-25,9000,30,Male,South,Corporate,0,9,2023-08-31,Too expensive for the features offered.,Negative
3192,S003193,CUST01452,P001,Laptop,Electronics,70000,1,2023-01-26,70000,39,Male,North,Small Business,0,22,2023-06-11,"Met expectations, nothing special.",Neutral
3193,S003194,CUST01031,P002,Smartphone,Electronics,25000,2,2023-12-09,50000,56,Male,West,Small Business,0,16,2023-12-23,Excellent customer service.,Positive
3194,S003195,CUST01935,P008,Headphones,Electronics,3000,1,2021-11-10,3000,38,Male,South,Corporate,0,45,2023-09-09,Product quality could be better.,Neutral
3195,S003196,CUST01251,P005,Printer,Electronics,15000,5,2021-09-07,75000,51,Male,East,Small Business,1,21,2023-11-13,"Worth the price, happy with the purchase.",Positive
3196,S003197,CUST01164,P010,Projector,Electronics,45000,4,2020-09-16,180000,22,Male,West,Small Business,1,55,2023-09-10,Too expensive for the features offered.,Negative
3197,S003198,CUST01070,P001,Laptop,Electronics,70000,2,2021-08-07,140000,50,Male,East,Consumer,0,22,2023-06-03,"Met expectations, nothing special.",Neutral
3198,S003199,CUST01313,P009,Monitor,Electronics,12000,1,2022-06-29,12000,60,Female,East,Small Business,1,22,2023-03-20,Excellent customer service.,Positive
3199,S003200,CUST01075,P002,Smartphone,Electronics,25000,2,2021-09-03,50000,38,Female,West,Small Business,0,24,2023-12-18,"Great product, very satisfied.",Positive
3200,S003201,CUST00926,P010,Projector,Electronics,45000,3,2020-01-14,135000,61,Male,North,Consumer,1,13,2023-01-28,"Met expectations, nothing special.",Neutral
3201,S003202,CUST00255,P004,Desk,Furniture,12000,1,2023-07-24,12000,18,Female,West,Small Business,0,25,2023-08-11,"Great product, very satisfied.",Positive
3202,S003203,CUST01126,P008,Headphones,Electronics,3000,1,2022-01-28,3000,44,Female,North,Corporate,0,25,2023-10-12,"Great product, very satisfied.",Positive
3203,S003204,CUST01250,P002,Smartphone,Electronics,25000,3,2023-04-16,75000,52,Male,South,Corporate,0,12,2023-11-28,Product quality could be better.,Neutral
3204,S003205,CUST00131,P008,Headphones,Electronics,3000,2,2022-11-12,6000,24,Female,North,Small Business,0,47,2023-04-11,Easy to use and reliable.,Neutral
3205,S003206,CUST00210,P001,Laptop,Electronics,70000,2,2023-01-03,140000,55,Female,East,Small Business,0,59,2023-04-26,Product quality could be better.,Neutral
3206,S003207,CUST01643,P005,Printer,Electronics,15000,5,2022-08-12,75000,58,Male,West,Small Business,0,37,2023-12-23,Highly recommend to others.,Positive
3207,S003208,CUST00275,P009,Monitor,Electronics,12000,5,2022-03-30,60000,48,Male,East,Corporate,1,18,2023-07-16,"Terrible experience, will not buy again.",Negative
3208,S003209,CUST01101,P001,Laptop,Electronics,70000,5,2020-10-13,350000,63,Female,East,Corporate,0,54,2023-04-02,Excellent customer service.,Positive
3209,S003210,CUST00036,P005,Printer,Electronics,15000,2,2020-07-27,30000,43,Male,West,Consumer,1,46,2023-06-07,Excellent customer service.,Positive
3210,S003211,CUST01976,P005,Printer,Electronics,15000,3,2020-10-17,45000,31,Male,South,Consumer,0,22,2023-06-14,"Delivery was late, not happy.",Positive
3211,S003212,CUST01254,P008,Headphones,Electronics,3000,2,2022-08-14,6000,23,Female,North,Corporate,0,15,2023-09-06,Too expensive for the features offered.,Negative
3212,S003213,CUST00901,P009,Monitor,Electronics,12000,5,2021-09-01,60000,19,Male,North,Corporate,0,49,2023-05-06,Easy to use and reliable.,Neutral
3213,S003214,CUST00573,P005,Printer,Electronics,15000,2,2023-11-11,30000,46,Male,South,Corporate,0,4,2023-12-14,"Delivery was late, not happy.",Positive
3214,S003215,CUST01336,P009,Monitor,Electronics,12000,1,2021-03-27,12000,55,Female,East,Consumer,0,20,2023-05-20,Product quality could be better.,Neutral
3215,S003216,CUST00177,P004,Desk,Furniture,12000,4,2020-03-23,48000,19,Male,South,Corporate,0,1,2023-05-17,Excellent customer service.,Positive
3216,S003217,CUST00672,P008,Headphones,Electronics,3000,3,2021-07-05,9000,45,Female,South,Small Business,1,17,2023-07-08,Too expensive for the features offered.,Negative
3217,S003218,CUST01915,P001,Laptop,Electronics,70000,3,2023-05-02,210000,18,Female,North,Consumer,0,9,2023-11-07,Highly recommend to others.,Positive
3218,S003219,CUST01399,P004,Desk,Furniture,12000,4,2021-02-04,48000,55,Male,West,Small Business,0,26,2023-06-19,"Worth the price, happy with the purchase.",Positive
3219,S003220,CUST00603,P005,Printer,Electronics,15000,4,2023-03-12,60000,33,Male,South,Consumer,1,29,2023-03-25,Too expensive for the features offered.,Negative
3220,S003221,CUST00623,P002,Smartphone,Electronics,25000,2,2021-11-26,50000,56,Male,West,Consumer,0,21,2023-12-01,Excellent customer service.,Positive
3221,S003222,CUST00305,P010,Projector,Electronics,45000,3,2021-11-29,135000,26,Male,West,Corporate,1,2,2023-02-04,"Great product, very satisfied.",Positive
3222,S003223,CUST00830,P003,Office Chair,Furniture,8000,1,2022-11-13,8000,58,Male,West,Corporate,0,6,2023-07-27,Easy to use and reliable.,Neutral
3223,S003224,CUST00473,P001,Laptop,Electronics,70000,1,2021-02-22,70000,34,Female,South,Consumer,0,8,2023-08-16,Product quality could be better.,Neutral
3224,S003225,CUST01571,P006,Notebook,Office Supplies,100,4,2023-04-10,400,45,Male,North,Consumer,0,23,2023-09-24,"Delivery was late, not happy.",Positive
3225,S003226,CUST00761,P009,Monitor,Electronics,12000,3,2021-11-02,36000,28,Female,East,Small Business,0,6,2023-02-19,Easy to use and reliable.,Neutral
3226,S003227,CUST01562,P008,Headphones,Electronics,3000,5,2021-02-14,15000,26,Female,West,Corporate,0,37,2023-03-16,Easy to use and reliable.,Neutral
3227,S003228,CUST00976,P006,Notebook,Office Supplies,100,2,2021-04-11,200,50,Female,South,Small Business,1,21,2023-11-26,Too expensive for the features offered.,Negative
3228,S003229,CUST00737,P009,Monitor,Electronics,12000,3,2023-07-29,36000,62,Male,South,Corporate,1,55,2023-05-19,Excellent customer service.,Positive
3229,S003230,CUST01087,P008,Headphones,Electronics,3000,4,2021-01-31,12000,42,Female,East,Corporate,0,38,2023-12-04,Product quality could be better.,Neutral
3230,S003231,CUST01983,P007,Pen Pack,Office Supplies,50,5,2020-03-16,250,43,Female,West,Corporate,0,21,2023-03-22,"Terrible experience, will not buy again.",Negative
3231,S003232,CUST00657,P006,Notebook,Office Supplies,100,3,2021-05-31,300,46,Male,West,Small Business,0,52,2023-06-10,Product quality could be better.,Neutral
3232,S003233,CUST00399,P002,Smartphone,Electronics,25000,1,2021-02-06,25000,38,Male,South,Consumer,0,56,2023-02-22,"Met expectations, nothing special.",Neutral
3233,S003234,CUST00011,P009,Monitor,Electronics,12000,3,2021-07-28,36000,46,Male,South,Corporate,1,1,2023-06-10,"Great product, very satisfied.",Positive
3234,S003235,CUST01903,P005,Printer,Electronics,15000,2,2022-01-01,30000,37,Male,North,Corporate,0,17,2023-05-14,Highly recommend to others.,Positive
3235,S003236,CUST00700,P009,Monitor,Electronics,12000,1,2023-05-26,12000,57,Male,North,Corporate,0,5,2023-06-13,"Delivery was late, not happy.",Positive
3236,S003237,CUST00745,P001,Laptop,Electronics,70000,5,2023-07-22,350000,52,Male,East,Corporate,0,11,2023-11-24,Excellent customer service.,Positive
3237,S003238,CUST01631,P006,Notebook,Office Supplies,100,5,2020-06-12,500,28,Male,East,Small Business,1,23,2023-07-02,"Great product, very satisfied.",Positive
3238,S003239,CUST00614,P008,Headphones,Electronics,3000,1,2022-05-13,3000,22,Male,East,Corporate,0,29,2023-10-17,"Delivery was late, not happy.",Positive
3239,S003240,CUST01031,P007,Pen Pack,Office Supplies,50,3,2020-04-11,150,56,Male,West,Small Business,0,16,2023-12-23,"Delivery was late, not happy.",Positive
3240,S003241,CUST00977,P007,Pen Pack,Office Supplies,50,2,2023-03-15,100,34,Female,West,Small Business,0,50,2023-04-02,Too expensive for the features offered.,Negative
3241,S003242,CUST00640,P002,Smartphone,Electronics,25000,2,2022-01-17,50000,20,Male,East,Small Business,0,34,2023-07-02,"Delivery was late, not happy.",Positive
3242,S003243,CUST01163,P002,Smartphone,Electronics,25000,5,2022-08-22,125000,24,Female,East,Small Business,1,2,2023-03-16,Product quality could be better.,Neutral
3243,S003244,CUST00100,P001,Laptop,Electronics,70000,1,2020-03-20,70000,40,Female,South,Consumer,0,31,2023-07-29,"Delivery was late, not happy.",Positive
3244,S003245,CUST01453,P006,Notebook,Office Supplies,100,1,2020-03-30,100,43,Male,South,Corporate,0,40,2023-06-16,"Great product, very satisfied.",Positive
3245,S003246,CUST01460,P006,Notebook,Office Supplies,100,3,2023-12-10,300,33,Male,South,Corporate,0,7,2023-01-07,"Great product, very satisfied.",Positive
3246,S003247,CUST00049,P010,Projector,Electronics,45000,5,2023-02-23,225000,47,Male,South,Corporate,0,47,2023-12-23,Too expensive for the features offered.,Negative
3247,S003248,CUST00003,P005,Printer,Electronics,15000,3,2022-01-14,45000,59,Female,North,Corporate,0,18,2023-02-06,Excellent customer service.,Positive
3248,S003249,CUST00791,P003,Office Chair,Furniture,8000,1,2023-02-19,8000,25,Male,East,Small Business,1,24,2023-02-09,Highly recommend to others.,Positive
3249,S003250,CUST01318,P007,Pen Pack,Office Supplies,50,2,2023-07-28,100,44,Female,South,Corporate,1,54,2023-04-02,"Delivery was late, not happy.",Positive
3250,S003251,CUST00443,P002,Smartphone,Electronics,25000,5,2020-12-28,125000,32,Female,South,Small Business,0,10,2023-06-28,Excellent customer service.,Positive
3251,S003252,CUST00928,P004,Desk,Furniture,12000,5,2023-04-26,60000,59,Female,North,Small Business,1,45,2023-05-17,"Worth the price, happy with the purchase.",Positive
3252,S003253,CUST00309,P009,Monitor,Electronics,12000,4,2020-11-07,48000,32,Female,East,Corporate,0,37,2023-02-08,"Terrible experience, will not buy again.",Negative
3253,S003254,CUST01590,P004,Desk,Furniture,12000,2,2020-04-24,24000,53,Female,South,Consumer,0,13,2023-10-03,Product quality could be better.,Neutral
3254,S003255,CUST01305,P006,Notebook,Office Supplies,100,3,2020-12-17,300,39,Male,South,Consumer,0,50,2023-10-27,"Worth the price, happy with the purchase.",Positive
3255,S003256,CUST00262,P010,Projector,Electronics,45000,2,2020-02-03,90000,47,Female,North,Corporate,0,49,2023-08-01,Highly recommend to others.,Positive
3256,S003257,CUST00383,P004,Desk,Furniture,12000,5,2020-01-23,60000,44,Female,South,Small Business,0,19,2023-10-24,"Worth the price, happy with the purchase.",Positive
3257,S003258,CUST01798,P002,Smartphone,Electronics,25000,3,2023-04-09,75000,55,Female,South,Corporate,0,14,2023-01-07,Product quality could be better.,Neutral
3258,S003259,CUST01591,P007,Pen Pack,Office Supplies,50,1,2022-05-13,50,22,Female,South,Consumer,0,57,2023-01-06,"Worth the price, happy with the purchase.",Positive
3259,S003260,CUST01742,P004,Desk,Furniture,12000,3,2020-01-14,36000,40,Female,West,Small Business,1,35,2023-08-30,"Worth the price, happy with the purchase.",Positive
3260,S003261,CUST00245,P006,Notebook,Office Supplies,100,3,2023-08-21,300,24,Female,North,Consumer,0,25,2023-12-13,"Great product, very satisfied.",Positive
3261,S003262,CUST01355,P009,Monitor,Electronics,12000,5,2021-10-08,60000,64,Female,South,Small Business,1,29,2023-09-27,"Great product, very satisfied.",Positive
3262,S003263,CUST01120,P008,Headphones,Electronics,3000,5,2020-02-05,15000,44,Female,East,Small Business,0,24,2023-12-10,Highly recommend to others.,Positive
3263,S003264,CUST01863,P009,Monitor,Electronics,12000,2,2022-08-07,24000,42,Female,North,Corporate,0,59,2023-09-24,Too expensive for the features offered.,Negative
3264,S003265,CUST01084,P009,Monitor,Electronics,12000,2,2021-09-02,24000,60,Male,West,Small Business,0,14,2023-01-31,Product quality could be better.,Neutral
